BIT	FILTER	WEIGHT	NEURON
        17	        37	       195	       134
         2	        22	       522	       151
        18	        44	       753	       180
        23	         6	       319	       121
        17	        35	       743	        60
         8	        38	        63	       186
         7	        46	       378	        95
         2	        46	       219	        23
        19	        62	       201	       133
        21	        52	       424	        51
         0	        57	       379	        12
         0	        26	        13	        69
        30	        20	       117	        26
        26	        20	       360	       142
         2	        34	       437	       124
        16	        16	        23	       103
        15	         1	        24	        40
        21	        32	       747	        57
        26	        38	       493	        34
         0	        26	       427	        62
        15	         0	       548	        45
        20	        12	        75	       143
        14	         1	       379	         2
        17	        19	       673	        96
        20	        25	         4	        77
        26	        15	       734	        20
        21	        44	       238	       166
         6	        57	       340	         1
        25	        57	       671	        65
         5	        42	       292	       184
        11	        32	       114	       105
        19	        20	       285	       191
        13	        34	       688	       139
        17	        46	       123	       195
        26	        41	        93	       117
         2	        17	       502	        35
        10	        53	       585	        16
         0	        13	       388	        55
        13	        54	       424	        60
        10	        38	       487	       152
         8	        55	       127	        85
         6	        27	        32	         0
         4	        61	       449	       115
        15	        56	       194	        41
        13	        43	       169	        37
        25	        45	       793	       122
         4	        33	       391	        98
         7	        46	       742	       179
         6	         6	       393	       108
         1	        41	       716	        85
         7	        46	        44	        18
         6	        15	       655	        99
        26	        57	       257	       135
         6	        58	        90	       122
        27	        33	       153	       159
        15	        31	       594	        17
         5	        59	        33	       174
         5	        14	       492	       176
        28	        56	       482	       114
         7	        17	       693	       190
        10	        22	       277	        45
        16	        15	       795	        80
        16	        52	       527	       176
        20	         1	       789	        41
        29	        55	       320	        18
         5	        44	       142	       117
         4	        48	       739	        88
         1	        24	        78	       180
        15	        35	       381	        43
        19	        56	       363	        75
        13	        58	       195	       157
        28	        25	       602	        49
        16	        58	       251	        49
         6	         9	        86	        15
        25	        57	       119	       174
        17	        37	        70	       108
         8	         3	       736	       123
        28	        43	       607	       181
         6	         2	       746	       182
        27	        36	       187	        43
        31	        54	       640	       117
        31	        22	       752	       180
        15	         7	        50	       165
        12	        57	       609	        53
        28	        33	       656	        12
        13	        15	       321	        31
        18	        11	        53	        85
        16	        48	       761	       143
         6	        25	       756	       165
        16	        37	       381	       195
        12	        15	         0	       109
         8	         2	       334	       101
         3	        62	       189	        60
        14	        31	       547	        36
        10	        56	       781	        74
         8	        38	       393	       158
         0	        62	       147	       120
         3	        16	       271	       123
         0	        16	       552	       116
        18	        54	       749	       145
        21	        43	       198	        31
        10	         9	       259	       168
         2	        48	       783	       126
        23	        56	       569	        79
        22	        44	       423	       129
        29	        54	       489	       117
         6	        17	       229	       188
         8	        51	        46	        65
        30	        52	        96	       156
        29	        35	       604	        19
        19	        43	       234	         2
         4	        35	       225	       178
        15	         8	       692	       180
        31	        29	       233	       109
        14	        47	       670	        50
         2	        44	        19	        20
         0	        51	       488	       153
        22	         4	       797	       178
        16	         7	       404	       156
        10	        22	       750	       153
        30	        34	       230	       137
        31	        47	       547	       134
        30	         1	       708	        28
        13	        24	       192	        57
        11	        40	       106	        98
        13	         7	       236	        93
        14	        32	       561	        76
        22	        31	       434	        61
         2	        56	       786	        53
         7	        21	       431	       154
        22	        20	       486	       159
        12	         7	       240	         3
        15	        59	       281	       112
         2	        37	       345	       181
         6	        42	       617	        68
        10	        59	       241	        20
        19	         4	       205	        87
        25	        61	       609	       128
        17	        39	       755	        81
        14	         4	       564	       194
        31	        14	        26	       149
        19	        52	       594	        21
        30	        28	       310	       108
        23	         7	       276	        55
        11	         2	       134	        13
        31	         7	       661	        68
        14	         8	       301	       173
        12	         1	        59	       163
        15	        53	        13	       107
         9	        31	       156	        80
        27	        50	       144	        83
        26	        37	        30	       113
         7	         4	       298	       150
        11	        63	       726	         5
         8	         3	        22	       124
         4	        17	       704	       144
         7	        45	       343	         4
        12	        19	       376	        56
         6	        41	       251	        76
        14	        57	       645	        81
        29	        48	       475	       104
        15	        17	       513	        79
        20	        24	        76	        40
         9	        44	       492	        88
        25	         3	       129	        69
        23	        25	       589	        61
         2	         8	       253	       164
         1	        34	       325	        26
        18	        32	       134	       134
        17	         8	       729	        17
         0	         5	       222	         9
        17	        10	       154	        82
        14	        27	       624	        97
        20	        29	       706	       139
         6	        31	       647	        99
         1	        13	       710	        84
        13	        44	       150	       139
        20	        15	       228	       152
        21	         2	       638	       186
        13	        24	       465	        87
        19	         1	       224	       183
        30	         2	       542	       192
         1	        38	       652	        34
        19	        18	        54	       148
        30	        12	        31	       147
        28	        36	       231	        45
         6	        37	       695	        67
        29	         8	       366	        36
         9	        14	       664	        72
        16	        54	        76	        49
        28	        24	       468	       139
        10	        10	       112	       189
        23	        47	       604	       127
        19	        35	        36	        42
         9	        27	       461	       138
         4	        60	        23	       189
        10	        15	       213	        59
         5	         2	        12	       186
        26	        32	       561	       117
        11	        33	       718	        58
        17	        10	       501	       180
        13	        25	       702	        62
        20	        12	       797	        48
         8	        52	       774	        18
         3	        27	        13	        28
        29	        58	       554	        36
        26	        28	       221	        49
        29	        43	         7	        74
        21	        60	       691	        22
        21	        17	       793	        54
        29	        22	        98	        29
        10	        40	       376	       145
         4	        37	       533	       185
        31	         0	       249	        98
        28	        22	       703	         9
         1	         7	       360	       122
         3	        27	       249	       189
        12	        50	         3	        98
         8	         5	        15	       130
        14	        39	       127	       174
        13	        52	       435	         0
        20	        45	       486	        84
         3	        38	       202	        65
        13	        18	       699	        84
        13	        20	       457	        45
         6	        44	       771	        74
        18	        19	       384	        44
        26	        63	        82	        91
        20	        37	       116	       128
        18	        26	       281	       130
         0	        35	       539	        61
        21	        22	       382	       150
        11	        39	       731	        33
        20	        31	       224	        54
        18	        32	       262	       116
         0	        56	        84	        84
        29	        40	       124	       156
         2	        53	        38	       139
        24	        33	       656	       125
        23	        14	       559	        94
        22	        43	       404	       110
        10	        20	       560	         0
        20	        54	       360	        52
        14	        28	       616	       163
         4	        37	       251	       175
        26	         1	       714	        23
         2	        58	       384	        74
         9	        48	       156	       187
        27	        16	       489	        89
         4	        25	       673	       141
        15	         9	       749	       101
         6	        22	        72	        18
        27	         4	       689	       121
         5	        59	       552	       160
        22	         9	       578	        51
        25	        62	        94	       148
        15	         7	       505	       139
         0	        26	       524	       147
         3	        58	       748	        77
        16	        52	       276	       107
        24	        37	       512	       170
         1	        41	       454	        31
        18	        40	       598	       115
         6	        20	       511	       181
        27	        56	       361	        83
        18	        53	       426	        25
        15	        22	       159	       111
        10	        51	       554	        15
        24	        43	       513	       129
        20	        39	       432	        22
        15	        38	        81	        61
        26	        48	       395	       173
         8	        20	       624	        46
         9	        58	       527	        81
        16	        46	        56	       167
         1	         3	       222	        98
        14	        31	       307	        62
         6	         4	       456	        21
        10	        57	       234	       101
         9	        53	       506	       101
         9	        11	        11	        47
         5	        58	       684	       194
         9	         4	       433	       154
         7	        15	       228	        17
        14	        56	       599	        48
        28	        63	         9	       166
        24	        19	       299	        85
         9	         6	       530	       142
        17	        61	       645	        18
        24	        49	       780	        93
        22	        29	        11	       125
        12	        48	       211	        42
         8	        42	       366	        16
        10	        23	       106	        90
        11	        22	       548	         0
        28	        54	       166	        37
        20	        44	       675	        48
        29	        48	       269	        87
        13	        56	       145	        38
         8	         4	       564	       124
        14	        35	       308	       176
        26	        63	       603	       137
        21	        63	       537	       173
        21	        32	        94	        61
        12	        33	       661	       105
        17	        34	       285	       151
        27	        14	       249	        43
        18	        45	       340	        52
        16	         8	       697	        27
         7	        20	       144	       160
        19	        10	       429	       128
        10	        43	       242	        38
        13	         7	       127	        74
        10	        28	       477	       161
        10	        22	        40	        20
         4	        28	       797	       140
         5	        22	       447	       132
        10	        16	       137	        33
        26	        22	       293	        16
         2	        55	       730	       167
        31	        25	        13	        85
        22	        43	       334	       184
         1	        54	       509	       145
        19	        26	       602	        84
        16	        57	       484	       154
         9	        45	       663	        23
         4	        28	       743	       146
        20	        33	        21	       127
        27	         2	       316	        81
        13	        42	       433	        91
         0	        46	       308	       159
         8	        14	       171	       192
         8	        16	        18	        81
        29	        41	       533	        33
         6	        28	       455	        10
        30	        28	       717	        25
        31	        41	       554	        16
        19	        59	       539	        35
        10	        48	       199	        62
        30	        18	       651	        10
         2	        61	       184	        80
         7	        13	        33	        97
         9	        41	        71	       119
         5	        52	         0	        84
        29	        10	       529	       156
         6	        44	       579	        88
        28	        10	       770	        67
        29	        13	       705	        87
        11	        57	       191	        26
         6	         1	       383	        96
        10	        38	       567	       155
        26	        56	       628	        63
         2	         5	       487	        52
        17	        10	       504	       186
        21	        27	       329	        94
         8	        10	       177	        67
         4	        17	       485	       102
        18	         4	       250	        44
        10	        18	        11	       112
        10	        63	       347	       160
         4	        34	       437	        22
        13	        13	       228	       118
         8	        45	       500	       185
        23	        37	       612	       179
        22	        42	       710	       192
        14	         0	       420	       157
        18	        48	       573	        52
        15	        25	       233	       108
        27	        62	       106	        96
        11	        46	       714	       116
        27	        30	       453	       194
         4	         9	       206	       166
        19	        20	       547	        22
        20	         7	       635	        23
        23	        24	       227	       163
        17	        44	       507	        77
        10	         5	        53	       186
        19	         0	       682	       162
        30	        47	       128	        86
        24	        46	       477	        72
         2	        32	       206	        79
         7	         9	        94	       103
         1	         1	       678	        67
        14	        33	       576	       176
         6	        21	       718	       105
        21	        56	       743	        80
         7	         7	       214	       136
        22	        51	       460	       100
        19	        26	        47	       147
         3	        13	       762	       160
        15	        32	       599	       137
         1	        23	       725	       115
        13	        36	       128	        62
        28	        39	       790	       168
        14	        13	       324	        64
         0	        48	       669	       104
        10	        44	        79	        57
        26	        41	       177	       165
         9	         9	       486	        86
         0	        27	       593	       129
        31	        49	       272	       148
        24	         6	       640	       142
        19	         4	       395	        64
        20	         8	       488	       114
        20	        55	       715	       118
         0	        28	       727	       105
         5	        61	       563	        78
        25	        36	       595	       160
        21	        35	       692	       173
        10	        20	       467	       177
        24	        30	       529	        44
         6	        57	       554	       127
        16	        53	       457	       176
        18	         1	       153	       131
        30	        44	       317	        47
        16	        17	       368	       173
        20	        36	       530	       154
        25	         6	       380	         9
         4	        45	       798	         7
         7	        40	       454	       107
        30	        47	       776	        80
        16	        33	       775	       167
        14	        37	       582	        70
        22	        54	       228	       106
        27	        22	       617	         8
        28	        37	       261	        37
        18	         3	       716	         9
        12	        50	        17	       126
         1	        57	       378	       154
        26	        33	       289	        40
         6	         7	       295	        40
        30	        11	       359	       173
         1	        48	       557	       146
        21	        18	       319	        27
        22	        11	       385	        50
        29	        50	       684	        86
        11	         6	        80	       101
         7	        49	       494	        66
        25	        53	       586	       179
         0	        17	       368	       177
         1	        61	       799	       154
        15	        30	       542	       105
         9	        31	       519	        46
        17	        51	       709	        96
        25	        53	         1	        49
         7	        47	       111	         4
         4	        57	       439	       152
        11	        39	       710	       152
         4	        37	       771	       119
         4	        33	       505	       105
         0	         0	       404	       141
        20	        25	       557	         5
        14	        14	       686	       153
        30	        29	       437	       166
        23	        44	         7	       166
        19	        13	        14	        23
        18	        17	       651	        86
        18	         4	       452	       142
         4	        56	       227	       128
        17	        16	       358	        87
        31	        52	       757	        93
        18	        42	       255	       137
        23	         6	       491	        42
        19	        57	       130	        22
        11	        13	        28	        49
        17	        32	       496	        37
        24	        51	       686	        73
         4	        52	       297	        75
         8	        30	       416	        38
         8	        63	        35	       163
         6	        46	       682	       117
         8	        44	       639	       187
        25	        28	       176	       162
        28	        32	       415	        37
        20	        45	       510	        24
         1	         7	       219	        62
         5	        59	       132	       186
        26	        40	       237	       108
        22	        23	       122	        42
         3	        57	       209	        20
        21	        34	       230	         6
         2	        38	       231	        30
        19	        37	       622	       125
        13	        41	       543	         6
         4	         3	       480	       155
        11	        14	       639	        94
         5	        57	       576	        49
        19	        50	        69	       116
        20	        44	       698	        66
        18	         1	       301	       181
         7	        27	       154	       152
         5	        25	       390	       157
        29	        39	       392	        56
        21	        40	       266	        70
         1	        11	        67	        88
        29	        41	       189	        21
        21	        55	       295	        71
        25	        20	        44	       132
        16	        39	       468	       117
         0	        26	       542	       109
         1	        39	       198	       158
        15	        48	       209	        68
        27	        20	       549	        32
        29	        34	       297	        82
        25	        49	       249	        66
         5	         6	       594	       181
        13	        38	       106	       161
         1	         9	       523	        38
        16	        49	       281	        75
         1	        10	       431	       177
        30	        52	       437	       132
        22	        31	       142	        84
        16	        40	         2	        53
        14	        53	       587	        35
        27	        53	       584	       120
        30	        19	       447	        82
         4	        24	       749	       174
         2	        29	        67	        92
        17	        24	       476	        40
        23	        11	       184	       115
        19	        26	       797	        73
        15	        40	        92	       167
        29	         4	        39	        56
        24	        38	       170	        84
        30	        56	       642	        76
        21	         5	       385	        62
        30	        61	       750	         9
         8	        38	       285	       175
         1	        58	       604	        32
         2	        24	       411	       127
        29	         3	       635	        37
         9	        38	       785	       120
        30	        20	       456	       167
        25	        41	       697	        87
         7	        40	       621	       171
        14	        42	       139	       119
         4	         7	       672	        78
         0	        27	       165	       129
        30	        33	       434	        48
         7	         3	        48	       129
        23	        56	        24	       173
         2	        49	       104	         5
        25	        53	       344	        40
        31	        35	       567	        91
        11	        23	       137	       107
        19	        15	       392	       169
        16	        58	       249	       123
        29	         9	        60	       157
         2	        52	       646	       128
         5	        46	       461	       163
         4	        37	       487	        43
         9	        30	       391	       184
        22	        16	       447	       113
        31	         7	        90	        47
         1	        20	       614	       114
        29	        34	        19	        43
        22	        25	         3	       124
         8	        48	       251	       176
        22	        34	       559	        71
         0	        54	       691	        18
         7	        18	       319	         6
        25	        26	       214	        62
        14	        60	       568	        75
        31	        44	       395	        89
         5	        46	       689	        37
        31	        44	       569	       181
        14	        41	       308	       139
        31	        39	       677	       114
        25	        37	       589	        98
        31	         3	       524	        45
        31	         4	       408	       150
        16	        35	       212	        22
        18	         5	       515	        97
        18	        61	       710	       176
         6	        58	       463	         9
         1	        21	       524	       170
        26	        57	       236	        45
        28	        24	       262	       163
        28	        30	       698	        21
         2	        46	       483	       192
        19	         6	       549	       129
         3	        43	       646	       141
         5	        53	       111	        82
        10	        27	       416	         0
        20	        12	        93	        44
         4	        35	       427	        32
         2	        37	       717	         8
        19	        16	       184	        99
        23	        29	       620	       134
         8	        18	       196	        13
         8	        51	       531	       154
        14	        19	       279	       150
        31	        20	       370	       135
        24	        61	       195	       134
         3	        17	       766	       122
         1	        22	       221	        32
        19	        42	       659	       183
        28	        23	       264	        44
        10	        27	       279	        20
        14	        46	       762	        21
         2	        44	       720	        38
         9	        19	       180	       160
         4	        50	       771	       182
         8	         0	       318	       111
        10	        17	        22	        83
         8	        30	        43	       142
        25	         2	       618	        23
        16	         4	       532	       143
        16	         4	       237	       130
        24	        34	       358	       192
        20	        41	         2	       145
        10	         1	        56	        68
        18	        15	       315	        91
        13	        39	       493	        35
         9	        56	       590	       194
        28	         3	       589	       137
         7	        58	       167	       147
        28	        45	       604	        13
        23	        30	       782	       137
        31	        38	       597	        70
        21	        17	       269	       175
        24	        26	       202	        41
        18	        24	       731	       123
        27	         8	       444	        83
         3	         3	       546	       131
        16	        30	       560	       187
        29	        30	       680	       188
         5	        30	       270	         2
        15	        59	       157	       171
        22	        39	       232	       164
         0	         4	       215	       131
        12	        51	       318	       171
        22	         1	       783	       175
        31	        63	       462	        96
        30	        55	       665	       135
        21	         7	       189	        76
         3	        59	       395	        53
         2	        51	       673	        70
        23	        57	       286	       140
        12	        60	       723	        99
        29	         2	       490	       109
         2	        56	       665	        88
        15	        50	       323	       184
        26	        32	       648	        77
        27	        51	        86	       154
         7	        23	       736	       194
        16	        30	       706	       117
        27	        54	       128	       132
        24	        42	       437	        10
         2	        47	       538	        50
         1	        29	       598	        51
        30	        31	       504	        45
        18	        46	       663	        93
         6	        56	       792	        62
        22	        58	       307	       121
        16	        51	       554	       129
        29	        63	       515	         4
        14	        62	       402	        68
        27	        40	       491	        81
         7	         4	       691	       150
        18	        10	       467	        64
         2	        43	       303	        73
         6	        34	       138	       174
        22	        20	       767	       103
        20	        35	       787	        30
         1	         5	       722	        80
        14	        62	       214	       185
         2	         9	       495	        32
        19	        35	       301	        78
        14	        60	       559	       104
        30	        57	       587	        76
        14	        10	       424	       166
        13	        27	       772	         2
         1	        55	       747	       111
        21	        33	       548	       147
        10	        20	       331	        57
        23	        24	       755	        97
        20	         2	       282	       115
        28	         5	       423	       182
        15	        15	       396	        81
        11	        16	       299	        36
         7	        22	       219	        84
        23	        31	       307	         5
        19	        31	       159	       106
        23	        50	       368	        96
        21	        42	       671	       157
        15	        38	        59	       182
        22	        39	       411	       121
        23	         7	        77	        63
        29	         8	       379	       137
         7	        47	       246	        79
        14	        21	       261	        57
         8	        53	       369	        37
        31	        16	       302	         2
        23	        41	       301	       165
        16	         8	       590	       139
        15	        59	       102	        21
         3	         2	       258	        98
        17	        56	       421	        99
        14	        11	       260	       166
         0	        22	       787	        64
         6	         1	       206	         1
        10	        59	       490	       142
         4	        24	       481	        55
        19	         8	       192	         6
        10	         2	       609	       187
        27	         6	       698	        57
        17	        62	       351	       110
        20	        50	       786	        75
        19	        32	        24	         5
        28	        35	       119	       188
        27	        24	       435	       107
         0	        52	       229	       130
        22	        38	       101	        61
        13	        31	       506	        98
        30	        25	       272	       162
        11	         2	       621	        38
         3	         6	       571	       111
         9	        50	       543	        52
        11	        18	       275	       111
         6	        25	       790	       149
        31	        59	        78	       184
        27	        41	       459	        93
         2	        59	       363	        18
        30	        25	        76	        57
        31	        40	        64	        12
        26	        63	       268	        13
        17	        32	        17	        16
        25	        39	       341	        92
         2	         3	        69	       125
        12	        16	        54	        87
        11	        34	       445	       157
        27	         9	        10	       182
        17	        10	       194	       180
         9	        14	        49	         3
        14	         2	       275	       147
         9	         8	       512	       128
        11	         5	       425	       172
        21	         0	       295	       120
         2	        36	       234	       189
        13	        20	       503	        67
        31	        25	       651	       152
         7	        28	       387	       146
        31	        54	       637	        48
        30	        29	       628	        86
         2	        30	        66	       163
        30	        41	       568	        36
        13	         2	       349	        98
        22	        20	       153	        97
        13	         4	       638	        40
         1	        33	       394	        64
        24	        40	       328	        18
         5	        29	        96	       188
        27	        34	       511	         5
        11	        55	       441	       124
        25	        54	       147	        72
        10	        44	       613	        79
        17	        35	       171	       106
         5	        54	       146	       137
        30	        26	       499	       119
        23	        20	       107	       154
        22	        43	       203	        82
         2	        36	       218	       116
        26	        45	       780	        16
        26	        49	       187	       135
        21	        39	        93	        30
        29	        47	       503	       127
         9	        42	       222	        21
        30	        42	       307	       133
        21	        63	        55	        87
         3	        17	        51	       170
        31	        63	       130	        53
        17	        62	       388	       194
         5	         1	       256	       186
        16	        23	        93	        93
         1	        27	       250	       160
         5	        46	        85	       102
        13	        44	       466	       176
        29	        37	       622	       164
         5	        49	       117	       158
        15	        57	       156	        88
        26	        60	       214	        82
        19	        19	       612	         0
        14	        30	       212	       144
        12	         9	       782	       113
        21	        32	       426	        79
         6	        24	       111	       195
         9	         5	       449	        20
        30	        29	       684	       153
        25	        34	       195	        88
        21	         7	       192	       152
         6	        21	       760	        38
        30	        38	       748	        48
         7	        54	       199	        41
        14	        54	       632	       132
        27	        57	       112	       150
        22	        29	       563	        87
        31	        22	       763	        41
        30	        27	       793	        16
        16	        49	       246	       143
        23	        34	       163	        90
        24	        42	       107	         3
         0	        35	       127	       168
        28	        15	        54	       110
        12	         9	       481	        56
        31	        60	        97	       189
        24	        58	       545	        32
        11	        56	        87	       130
        26	        58	       545	        67
         4	        12	       154	        21
        16	        25	        65	        60
         8	        55	       287	       101
         0	        32	         1	        39
        29	        34	       669	       109
        28	        30	       637	        35
        22	        21	       393	         5
        15	        42	       708	        16
        23	        62	       441	        19
        23	        26	       307	       139
        17	        50	       532	       113
        19	        21	       240	       180
        23	        13	       197	        59
        12	        34	       570	       158
        23	        36	       339	        79
        14	        23	        91	        33
        21	        52	       236	        68
        14	        32	       780	        83
        18	         0	        48	        61
        22	        32	       181	        77
        14	        58	       513	       106
        29	        59	       220	       116
        31	        16	        27	       178
         7	        22	       307	       145
        10	        32	       585	       120
         0	        21	       727	       122
        22	        39	       184	       188
         8	        13	       217	       190
         8	        26	       752	        85
        22	        44	       153	       121
        28	        21	       131	       168
        11	        23	       673	       102
        23	        10	        14	       167
         0	         6	         9	       182
        13	         1	       546	        89
        15	        27	       459	        23
        22	        59	       284	        36
         8	        53	       641	       140
        10	        37	        72	       126
        28	        41	       236	        19
        20	        58	       682	       156
         0	        51	       298	       110
        21	        44	       707	       168
         7	        15	       315	       113
        10	        23	       329	        98
        12	        11	       695	       135
        16	        31	       333	        72
         9	        57	       767	       137
        19	         9	       561	       180
        28	        27	       290	       173
         7	         5	       181	        22
        20	        16	       428	       127
         7	        21	       369	        20
         0	        40	       395	        88
         8	        24	       444	       109
        17	        27	       526	        76
         4	        31	       248	       189
        26	        26	       338	        89
         0	         8	       527	       108
        24	        27	       307	       168
        17	        37	       756	       185
        13	        63	       130	       125
        23	        30	       230	        92
        26	        52	       460	        14
        19	        37	       511	        53
        31	        18	       206	        67
        26	        30	       148	        18
        25	        39	       466	        30
        12	        38	        60	        94
         5	        30	       111	        36
        28	        22	       740	       106
        10	        17	       661	        58
        22	        20	       395	        57
         6	        58	       501	       152
        24	        41	        51	        49
        16	        37	       444	       165
        12	        56	       375	        53
        22	        38	        78	        10
        28	        18	        73	        15
         3	        30	       581	        57
        18	        16	        47	       165
        10	        36	       345	       138
        13	        12	       308	       161
        18	        48	       602	       138
         8	        49	       335	       150
        24	        29	       624	        56
        16	        25	       731	        75
        23	         0	        45	       138
        17	        60	       387	        67
         0	        28	       798	        25
         9	        50	       202	        35
         2	         5	       665	        90
        22	         8	       232	        90
         6	        24	         3	       142
        18	        62	       713	       121
        31	        22	       691	       144
        18	        22	       715	       126
        19	        41	        95	        44
        27	        42	       599	        97
        15	        16	       455	        29
        24	        15	       148	        62
         8	        23	       692	        42
        21	        62	        99	       148
        20	        23	       580	       171
        13	        16	       473	        28
        25	        57	       188	       117
         3	        51	       466	       110
         3	        26	        23	       168
         9	        43	       666	        41
         2	        47	       363	       116
        13	        47	       108	        37
         6	        17	       264	       103
         1	         2	       724	       126
        27	        16	       335	        62
         4	         2	       112	       103
        28	        39	       643	        73
        19	        62	       695	       157
        13	         2	       205	       114
        17	        26	       635	        43
        11	         4	       267	       148
         6	        63	       294	       185
        15	        22	       639	       183
        24	        15	       731	        68
        22	        62	       249	        33
        28	        16	       639	        77
        19	        12	       707	       112
         6	        31	       668	       177
         3	        39	       413	       129
         6	         4	       650	        17
        26	         9	       457	        66
        24	        36	       486	         6
         2	        31	       536	        99
        16	        55	       616	        47
         3	        12	       423	        62
        11	         3	       507	       170
        10	        25	       215	        64
        29	        33	       102	       191
        10	        15	       297	        58
        19	        15	       336	         5
        14	        40	       468	        18
        31	        61	       193	        27
         9	        41	       365	        72
        12	         8	       354	       131
         1	        57	       103	       162
        26	        45	       501	        80
        28	        30	       198	        19
        13	        22	       133	        52
        31	        57	        58	       182
        22	        28	       193	       163
         5	        14	       531	       177
        23	        53	       776	       168
        14	        48	       311	       120
        29	        44	       140	        30
        11	        18	       329	        92
         9	        14	        52	        60
         8	        15	         6	       110
        11	         8	       606	       184
        22	        49	       225	        89
         7	        42	       678	       105
        26	        29	        30	       187
         9	        42	       689	       168
        29	        27	       365	        38
         9	        33	       782	       129
        16	        20	       560	         7
        28	        46	        43	        15
        31	        45	       448	       154
        23	         6	       668	        85
         3	        58	       744	        21
         4	        58	       737	        61
        21	        14	       231	        50
        16	        21	       592	        12
        10	        32	       508	       194
        14	         7	       249	       145
        20	        26	       308	        23
         0	        16	       668	        56
        10	        37	        17	       170
        31	        50	       240	       100
         1	        23	       242	        89
        13	        34	       337	        19
         2	        13	       445	       112
        21	        23	       734	       113
        17	        50	       533	       125
         2	        17	       469	       116
        22	         6	       346	       165
        25	        10	        73	       194
         2	        60	       683	       179
        30	        60	       550	       165
        10	         3	       753	        95
        26	        47	       104	       175
         1	        61	       317	       163
        15	        50	       399	       169
        25	        42	       283	        86
        20	        36	       620	       102
         0	        23	       453	        83
        19	        11	       480	       121
        15	        17	       572	       177
         1	        37	       341	        18
         2	        18	       262	         9
         4	        53	       727	        21
        31	        18	       591	       192
        22	        27	       650	        59
        18	        16	        86	        86
        27	        54	       643	       114
         7	        32	       116	       188
         5	         9	       491	        71
        27	        49	       377	        35
         6	        16	       637	        22
         2	        12	       730	        12
         8	         4	       239	       126
        20	         5	       160	        24
        27	         4	       666	       123
         4	        46	       331	       101
        23	        54	       688	        18
         7	        41	       722	        98
